,city,n_tech_jobs,lat,lng,postdate_timespan,prevalent_job_type,size,color
1289,"Sharon Hill, PA",1.0,,,3,other,10.211988304093568,1.0
1290,"Shawnee Mission, KS",1.0,33.6872,-111.8651,3,other,10.211988304093568,1.0
1291,"Sheboygan Falls, WI",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
1292,"Sheboygan, WI",1.0,33.5722,-112.0892,3,other,10.211988304093568,1.0
1293,"Shelton, CT",16.0,40.0409,-75.3945,3,other,13.391812865497077,1.0
1294,"Sherman Oaks, CA",6.0,38.4458,-122.7067,3,managment,11.271929824561404,1.0
1295,"Shorewood, WI",1.0,40.7498,-73.7976,3,managment,10.211988304093568,1.0
1296,"Short Hills, NJ",11.0,40.8645,-74.4135,3,other,12.331871345029239,1.0
1297,"Shreveport, LA",2.0,32.8313,-117.1222,3,other,10.423976608187134,1.0
1298,"Sidney, NE",1.0,,,3,other,10.211988304093568,1.0
1299,"Sidney, OH",2.0,39.9862,-82.9855,3,managment,10.423976608187134,1.0
1300,"Signal Hill, CA",1.0,41.0888,-85.1436,3,other,10.211988304093568,1.0
1301,"Silver Spring, MD",7.0,38.8847,-77.1751,3,other,11.48391812865497,1.0
1302,"Simi Valley, CA",2.0,34.2663,-118.749,3,other,10.423976608187134,1.0
1303,"Simsbury, CT",6.0,40.0409,-75.3945,3,other,11.271929824561404,1.0
1304,"Sioux Falls, SD",3.0,42.0825,-87.8214,3,other,10.635964912280702,1.0
1305,"Skillman, NJ",2.0,40.6943,-73.9249,3,other,10.423976608187134,1.0
1306,"Skokie, IL",3.0,37.6663,-121.8805,3,other,10.635964912280702,1.0
1307,"Smithfield, RI",5.0,34.0235,-118.481,3,other,11.059941520467836,1.0
1308,"Smyrna, GA",13.0,33.7628,-84.422,3,other,12.755847953216374,1.0
1309,"Snoqualmie, WA",1.0,47.6763,-122.1169,3,other,10.211988304093568,1.0
1310,"Somerset, NJ",31.0,40.5083,-74.501,3,other,16.571637426900583,1.0
1311,"Somerville, MA",4.0,42.3908,-71.1014,3,other,10.847953216374268,1.0
1312,"Somerville, NJ",1.0,41.7661,-72.6834,3,managment,10.211988304093568,1.0
1313,"South Amboy, NJ",1.0,,,3,managment,10.211988304093568,1.0
1314,"South Bend, IN",1.0,41.8375,-87.6866,3,managment,10.211988304093568,1.0
1315,"South Brunswick, NJ",3.0,41.022,-73.7547,3,other,10.635964912280702,1.0
1316,"South Burlington, VT",1.0,37.4001,-122.0796,3,other,10.211988304093568,1.0
1317,"South Elgin, IL",1.0,42.1654,-87.8516,3,other,10.211988304093568,1.0
1318,"South Jordan, UT",3.0,38.9497,-77.3461,3,other,10.635964912280702,1.0
1319,"South Plainfield, NJ",5.0,40.5748,-74.4152,3,other,11.059941520467836,1.0
1320,"South Portland, ME",1.0,43.631,-70.2895,3,other,10.211988304093568,1.0
1321,"South San Francisco, CA",25.0,37.6538,-122.4196,3,other,15.299707602339181,1.0
1322,"South Sioux City, NE",4.0,37.9024,-122.0399,3,ai,10.847953216374268,1.0
1323,"South Windsor, CT",4.0,,,3,other,10.847953216374268,1.0
1324,"Southampton, PA",1.0,,,3,other,10.211988304093568,1.0
1325,"Southboro, MA",3.0,,,3,other,10.635964912280702,1.0
1326,"Southborough, MA",13.0,25.784,-80.2101,3,other,12.755847953216374,1.0
1327,"Southbury, CT",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
1328,"Southfield, MI",9.0,38.781,-77.1839,3,other,11.907894736842104,1.0
1329,"Southlake, TX",11.0,32.9545,-97.1503,3,managment,12.331871345029239,1.0
1330,"Sparks, MD",1.0,38.9497,-77.3461,3,security,10.211988304093568,1.0
1331,"Spokane, WA",3.0,47.6671,-117.433,3,ai,10.635964912280702,1.0
1332,"Spring Garden, PA",1.0,,,3,other,10.211988304093568,1.0
1333,"Spring Grove, IL",1.0,42.3188,-71.0852,3,other,10.211988304093568,1.0
1334,"Spring House, PA",1.0,40.5961,-75.4756,3,other,10.211988304093568,1.0
1335,"Spring, TX",9.0,47.6763,-122.1169,3,other,11.907894736842104,1.0
1336,"Springfield, IL",5.0,41.4764,-81.6805,3,other,11.059941520467836,1.0
1337,"Springfield, MA",23.0,42.1155,-72.5395,3,other,14.875730994152047,1.0
1338,"Springfield, NJ",2.0,32.8313,-117.1222,3,other,10.423976608187134,1.0
1339,"Springfield, VA",7.0,38.781,-77.1839,3,other,11.48391812865497,1.0
1340,"St Clair Shores, MI",1.0,,,3,ai,10.211988304093568,1.0
1341,"St Louis, MS",1.0,39.9862,-82.9855,3,other,10.211988304093568,1.0
1342,St Petersburg,1.0,25.784,-80.2101,3,other,10.211988304093568,1.0
1343,"St. Louis, MO",1.0,45.5021,-122.4413,3,ai,10.211988304093568,1.0
1344,"St. Paul, MN",1.0,44.9478,-93.1039,3,other,10.211988304093568,1.0
1345,"St. Pete, FL",1.0,40.8645,-74.4135,3,other,10.211988304093568,1.0
1346,"St. Petersburg, FL",5.0,41.7661,-72.6834,3,other,11.059941520467836,1.0
1347,"Stafford, TX",3.0,47.0417,-122.8959,3,other,10.635964912280702,1.0
1348,"Stafford, VA",3.0,39.7415,-75.5416,3,managment,10.635964912280702,1.0
1349,"Stamford, CT",73.0,41.1039,-73.5585,3,other,25.47514619883041,1.0
1350,"Stanford, CA",3.0,40.8268,-73.6765,3,other,10.635964912280702,1.0
1351,"Stanhope, NJ",1.0,43.0822,-89.393,3,other,10.211988304093568,1.0
1352,"Statesville, NC",1.0,35.7842,-80.8713,3,other,10.211988304093568,1.0
1353,"Sterling Heights, MI",2.0,42.3188,-71.0852,3,managment,10.423976608187134,1.0
1354,"Sterling, VA",13.0,39.0052,-77.405,3,other,12.755847953216374,1.0
1355,"Stockton, CA",2.0,34.1141,-118.4068,3,managment,10.423976608187134,1.0
1356,"Stony Brook, NY",3.0,40.9061,-73.1278,3,other,10.635964912280702,1.0
1357,"Storrs, CT",4.0,41.8083,-72.2514,3,other,10.847953216374268,1.0
1358,"Stoughton, WI",1.0,37.3646,-121.968,3,managment,10.211988304093568,1.0
1359,"Stow, MA",2.0,40.6943,-73.9249,3,managment,10.423976608187134,1.0
1360,"Stow, OH",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
1361,"Stratford, CT",2.0,37.7624,-121.9365,3,managment,10.423976608187134,1.0
1362,"Strongsville, OH",1.0,,,3,web,10.211988304093568,1.0
1363,"Sudbury, MA",1.0,,,3,other,10.211988304093568,1.0
1364,"Suffield, CT",1.0,38.9699,-77.3867,3,other,10.211988304093568,1.0
1365,"Sugar Land, TX",12.0,47.6211,-122.3244,3,other,12.543859649122806,1.0
1366,"Suitland, MD",12.0,38.6983,-77.2164,3,other,12.543859649122806,1.0
1367,"Summit, NJ",6.0,40.6943,-73.9249,3,ai,11.271929824561404,1.0
1368,"Sun Prairie, WI",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
1369,"Sunapee, NH",1.0,42.3889,-71.2423,3,other,10.211988304093568,1.0
1370,Sunnyvale,1.0,39.7415,-75.5416,3,managment,10.211988304093568,1.0
1371,"Sunnyvale, CA",402.0,37.3836,-122.0255,3,other,95.21929824561404,1.0
1372,"Sunrise, FL",4.0,40.752,-89.6154,3,other,10.847953216374268,1.0
1373,"Sunset Hills, MO",1.0,29.786,-95.3885,3,other,10.211988304093568,1.0
1374,"Superior, CO",2.0,37.7558,-122.4449,3,other,10.423976608187134,1.0
1375,"Suwanee, GA",17.0,33.7628,-84.422,3,other,13.603801169590643,1.0
1376,"Sylmar, CA",3.0,38.8996,-77.2597,3,other,10.635964912280702,1.0
1377,"Syosset, NY",8.0,40.7061,-74.5568,3,other,11.695906432748538,1.0
1378,"Syracuse, NY",7.0,42.3188,-71.0852,3,other,11.48391812865497,1.0
1379,"Tacoma, WA",17.0,47.6763,-122.1169,3,other,13.603801169590643,1.0
1380,"Tallahassee, FL",13.0,36.1715,-86.7842,3,other,12.755847953216374,1.0
1381,"Tampa, FL",74.0,27.9945,-82.4447,3,other,25.687134502923975,1.0
1382,"Tarrytown, NY",7.0,41.0647,-73.8672,3,other,11.48391812865497,1.0
1383,"Tarzana, CA",1.0,37.3836,-122.0255,3,other,10.211988304093568,1.0
1384,"Taunton, MA",1.0,41.9036,-71.0943,3,other,10.211988304093568,1.0
1385,"Taylor, TX",1.0,46.2824,-119.2939,3,managment,10.211988304093568,1.0
1386,"Teaneck, NJ",5.0,41.4821,-90.492,3,managment,11.059941520467836,1.0
1387,"Telford, PA",1.0,40.0307,-75.6303,3,managment,10.211988304093568,1.0
1388,"Temecula, CA",1.0,29.786,-95.3885,3,ai,10.211988304093568,1.0
1389,"Tempe, AZ",8.0,33.3881,-111.9319,3,other,11.695906432748538,1.0
1390,"Temple Terrace, FL",4.0,25.784,-80.2101,3,other,10.847953216374268,1.0
1391,"Teterboro, NJ",1.0,40.7184,-74.0686,3,managment,10.211988304093568,1.0
1392,"Tewksbury, MA",2.0,40.6996,-74.4035,3,managment,10.423976608187134,1.0
1393,"Thanksgiving Point, UT",1.0,39.1238,-94.5541,3,other,10.211988304093568,1.0
1394,"The Colony, TX",1.0,33.0925,-96.8976,3,other,10.211988304093568,1.0
1395,"The Woodlands, TX",24.0,47.6211,-122.3244,3,other,15.087719298245613,1.0
1396,"Thomasville, NC",1.0,,,3,other,10.211988304093568,1.0
1397,"Thornton, CO",2.0,33.7628,-84.422,3,managment,10.423976608187134,1.0
1398,"Thousand Oaks, CA",9.0,29.786,-95.3885,3,other,11.907894736842104,1.0
1399,"Thurmont, MD",2.0,40.7773,-74.3953,3,other,10.423976608187134,1.0
1400,"Tiburon, CA",1.0,37.7624,-121.9365,3,other,10.211988304093568,1.0
1401,"Tinton Falls, NJ",1.0,40.0077,-75.1339,3,web,10.211988304093568,1.0
1402,"Titusville, NJ",2.0,40.3087,-74.8767,3,ai,10.423976608187134,1.0
1403,"Toledo, OH",1.0,38.8185,-77.0861,3,other,10.211988304093568,1.0
1404,"Tolleson, AZ",1.0,39.1413,-84.506,3,ai,10.211988304093568,1.0
1405,"Topeka, KS",5.0,42.3759,-71.1185,3,other,11.059941520467836,1.0
1406,Toronto,1.0,32.9545,-97.1503,3,other,10.211988304093568,1.0
1407,"Toronto, ON",16.0,47.5439,-122.0471,3,other,13.391812865497077,1.0
1408,"Torrance, CA",40.0,29.786,-95.3885,3,other,18.47953216374269,1.0
1409,"Totowa, NJ",1.0,40.6943,-73.9249,3,ai,10.211988304093568,1.0
1410,"Town And Country, MO",1.0,40.6943,-73.9249,3,web,10.211988304093568,1.0
1411,"Towson, MD",9.0,34.0053,-84.1492,3,other,11.907894736842104,1.0
1412,"Tracy, CA",2.0,33.7628,-84.422,3,other,10.423976608187134,1.0
1413,"Trenton, MI",1.0,39.1238,-94.5541,3,other,10.211988304093568,1.0
1414,"Trenton, NJ",21.0,40.2237,-74.7641,3,other,14.451754385964911,1.0
1415,"Trevose, PA",3.0,40.1509,-74.982,3,managment,10.635964912280702,1.0
1416,"Troy, MI",13.0,42.5817,-83.1457,3,managment,12.755847953216374,1.0
1417,"Troy, NY",1.0,37.7558,-122.4449,3,other,10.211988304093568,1.0
1418,"Trumbull, CT",8.0,41.306,-73.1383,3,other,11.695906432748538,1.0
1419,"Tucker, GA",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
1420,"Tucson, AZ",7.0,32.1541,-110.8787,3,other,11.48391812865497,1.0
1421,"Tukwila, WA",2.0,47.6211,-122.3244,3,managment,10.423976608187134,1.0
1422,"Tulsa, OK",10.0,40.7776,-111.9311,3,managment,12.119883040935672,1.0
1423,"Tumwater, WA",18.0,47.5951,-122.1535,3,other,13.81578947368421,1.0
1424,"Tuscaloosa, AL",5.0,42.4627,-96.4125,3,ai,11.059941520467836,1.0
1425,"Tustin, CA",16.0,32.8583,-96.9702,3,other,13.391812865497077,1.0
1426,"Twentynine Palms, CA",2.0,28.7592,-81.336,3,other,10.423976608187134,1.0
1427,"Twin Cities, MN",9.0,38.9047,-77.0163,3,other,11.907894736842104,1.0
1428,"Twinsburg, OH",1.0,42.1956,-88.087,3,managment,10.211988304093568,1.0
1429,"Tyson's Corner, VA",2.0,38.9497,-77.3461,3,other,10.423976608187134,1.0
1430,"Tysons Corner, VA",4.0,38.9047,-77.0163,3,other,10.847953216374268,1.0
1431,"Tysons, VA",1.0,34.0704,-84.2738,3,other,10.211988304093568,1.0
1432,"Union City, CA",1.0,37.3836,-122.0255,3,managment,10.211988304093568,1.0
1433,"Union City, NJ",1.0,41.1039,-73.5585,3,other,10.211988304093568,1.0
1434,"Union, NJ",13.0,40.6966,-74.2693,3,other,12.755847953216374,1.0
1435,"Unionville, CT",1.0,38.5677,-121.4685,3,web,10.211988304093568,1.0
1436,United States,1.0,33.0502,-96.7486,3,other,10.211988304093568,1.0
1437,"Universal City, CA",2.0,42.3889,-71.2423,3,managment,10.423976608187134,1.0
1438,"University Park, TX",2.0,32.8506,-96.7937,3,other,10.423976608187134,1.0
1439,"Unspecified, CT",2.0,,,3,managment,10.423976608187134,1.0
1440,"Unspecified, DC",1.0,37.6663,-121.8805,3,other,10.211988304093568,1.0
1441,"Unspecified, FL",2.0,27.9945,-82.4447,3,other,10.423976608187134,1.0
1442,"Unspecified, MA",2.0,37.4336,-121.8921,3,other,10.423976608187134,1.0
1443,"Unspecified, ND",1.0,43.1487,-88.1227,3,managment,10.211988304093568,1.0
1444,"Unspecified, NM",1.0,27.9945,-82.4447,3,managment,10.211988304093568,1.0
1445,"Unspecified, TX",1.0,41.2627,-96.0529,3,other,10.211988304093568,1.0
1446,"Unspecified, WA",2.0,47.6763,-122.1169,3,ai,10.423976608187134,1.0
1447,"Upper Saddle River, NJ",2.0,40.6943,-73.9249,3,managment,10.423976608187134,1.0
1448,"Urbana, MD",4.0,33.6872,-111.8651,3,ai,10.847953216374268,1.0
1449,"Urbana, OH",1.0,39.1511,-119.7476,3,other,10.211988304093568,1.0
1450,"Urbandale, IA",2.0,37.6902,-122.4021,3,other,10.423976608187134,1.0
1451,"Utica, NY",1.0,40.9956,-80.3458,3,other,10.211988304093568,1.0
1452,Va,8.0,39.3051,-76.6144,3,ai,11.695906432748538,1.0
1453,"Valencia, CA",3.0,33.8577,-118.3765,3,managment,10.635964912280702,1.0
1454,"Valhalla, NY",1.0,36.6224,-121.8199,3,other,10.211988304093568,1.0
1455,"Valley Forge, PA",2.0,40.7184,-74.0686,3,other,10.423976608187134,1.0
1456,"Van Buren Twp, MI",2.0,37.9024,-122.0399,3,other,10.423976608187134,1.0
1457,"Van Buren, MI",1.0,28.4773,-81.337,3,other,10.211988304093568,1.0
1458,"Van Nuys, CA",2.0,45.0225,-93.4617,3,managment,10.423976608187134,1.0
1459,"Vancouver, BC",4.0,40.8124,-73.0447,3,other,10.847953216374268,1.0
1460,"Vancouver, WA",10.0,32.8583,-96.9702,3,other,12.119883040935672,1.0
1461,"Venice, CA",4.0,37.3905,-122.1468,3,other,10.847953216374268,1.0
1462,"Ventura, CA",1.0,40.7184,-74.0686,3,other,10.211988304093568,1.0
1463,"Vernon Hills, IL",10.0,42.234,-87.9608,3,other,12.119883040935672,1.0
1464,"Verona, WI",1.0,39.1238,-94.5541,3,ai,10.211988304093568,1.0
1465,"Vienna, VA",19.0,38.8996,-77.2597,3,other,14.027777777777779,1.0
1466,"Villanova, PA",1.0,40.6943,-73.9249,3,ai,10.211988304093568,1.0
1467,"Vineland, NJ",1.0,32.7817,-97.3474,3,other,10.211988304093568,1.0
1468,"Virginia Beach, VA",11.0,36.7335,-76.0435,3,other,12.331871345029239,1.0
1469,"Voorhees, NJ",1.0,,,3,other,10.211988304093568,1.0
1470,"Wadsworth, OH",1.0,36.6778,-76.3023,3,security,10.211988304093568,1.0
1471,"Wadsworth, TX",2.0,29.786,-95.3885,3,other,10.423976608187134,1.0
1472,"Wagener, SC",1.0,39.6153,-104.9131,3,other,10.211988304093568,1.0
1473,"Wakefield, MA",8.0,33.0502,-96.7486,3,other,11.695906432748538,1.0
1474,"Wakefield, RI",1.0,,,3,other,10.211988304093568,1.0
1475,"Wallingford, CT",4.0,40.6943,-73.9249,3,other,10.847953216374268,1.0
1476,"Walnut Creek, CA",45.0,37.9024,-122.0399,3,other,19.539473684210527,1.0
1477,"Waltham, MA",74.0,42.3889,-71.2423,3,other,25.687134502923975,1.0
1478,"Wappingers Falls, NY",3.0,40.0307,-75.6303,3,ai,10.635964912280702,1.0
1479,"Warner Robins, GA",7.0,34.0053,-84.1492,3,other,11.48391812865497,1.0
1480,"Warren, MI",5.0,32.8313,-117.1222,3,other,11.059941520467836,1.0
1481,"Warren, NJ",95.0,40.6529,-76.3461,3,other,30.13888888888889,1.0
1482,"Warren, OH",1.0,41.7485,-87.92,3,managment,10.211988304093568,1.0
1483,"Warrendale, PA",1.0,39.3051,-76.6144,3,other,10.211988304093568,1.0
1484,"Warrenton, VA",3.0,32.8583,-96.9702,3,other,10.635964912280702,1.0
1485,"Warrenville, IL",2.0,42.0464,-87.6943,3,other,10.423976608187134,1.0
1486,"Warrington, PA",1.0,38.5677,-121.4685,3,managment,10.211988304093568,1.0
1487,"Warwick, RI",6.0,41.7062,-71.4334,3,other,11.271929824561404,1.0
1488,"Washington D.c., DC",1.0,38.9497,-77.3461,3,other,10.211988304093568,1.0
1489,"Washington Dc, DC",3.0,38.8868,-77.4453,3,other,10.635964912280702,1.0
1490,"Washington, DC",256.0,38.9047,-77.0163,3,other,64.26900584795321,1.0
1491,"Washington, Dc, DC",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
1492,"Washington, PA",2.0,32.7817,-97.3474,3,managment,10.423976608187134,1.0
1493,"Washington, WA",1.0,34.0704,-84.2738,3,other,10.211988304093568,1.0
1494,"Waterbury, CT",2.0,27.9945,-82.4447,3,other,10.423976608187134,1.0
1495,"Waterbury, VT",1.0,38.8786,-77.1011,3,other,10.211988304093568,1.0
1496,"Watertown, MA",14.0,38.8185,-77.0861,3,other,12.96783625730994,1.0
1497,"Watsonville, CA",6.0,37.7558,-122.4449,3,other,11.271929824561404,1.0
1498,"Waukegan, IL",4.0,41.8375,-87.6866,3,managment,10.847953216374268,1.0
1499,"Waukesha, WI",3.0,41.022,-73.7547,3,other,10.635964912280702,1.0
1500,"Wauwatosa, WI",1.0,45.5371,-122.65,3,other,10.211988304093568,1.0
1501,"Wawa, PA",1.0,40.6501,-73.9496,3,other,10.211988304093568,1.0
1502,"Wayne, MI",1.0,,,3,managment,10.211988304093568,1.0
1503,"Wayne, NJ",10.0,40.8233,-74.4184,3,other,12.119883040935672,1.0
1504,"Wayne, PA",33.0,40.0409,-75.3945,3,other,16.99561403508772,1.0
1505,"Webster, MA",6.0,,,3,other,11.271929824561404,1.0
1506,"Webster, NY",1.0,38.9497,-77.3461,3,other,10.211988304093568,1.0
1507,"Webster, TX",3.0,47.6763,-122.1169,3,other,10.635964912280702,1.0
1508,"Weehawken, NJ",17.0,40.6943,-73.9249,3,other,13.603801169590643,1.0
1509,"Wellesley Hills, MA",1.0,29.4632,-98.5238,3,managment,10.211988304093568,1.0
1510,"Wellesley, MA",7.0,36.1715,-86.7842,3,other,11.48391812865497,1.0
1511,"West Allis, WI",1.0,41.4764,-81.6805,3,other,10.211988304093568,1.0
1512,"West Chester, PA",5.0,39.9946,-105.0998,3,other,11.059941520467836,1.0
1513,"West Des Moines, IA",8.0,30.3322,-81.6749,3,other,11.695906432748538,1.0
1514,"West Greenwich, RI",1.0,,,3,other,10.211988304093568,1.0
1515,"West Hartford, CT",4.0,35.8324,-78.6429,3,ai,10.847953216374268,1.0
1516,"West Kingston, RI",1.0,,,3,other,10.211988304093568,1.0
1517,"West Los Angeles, CA",1.0,,,3,managment,10.211988304093568,1.0
1518,"West Orange, NJ",1.0,39.84,-75.2397,3,managment,10.211988304093568,1.0
1519,"West Palm Beach, FL",3.0,39.1413,-84.506,3,other,10.635964912280702,1.0
1520,"West Point, PA",3.0,42.8854,-88.0104,3,managment,10.635964912280702,1.0
1521,"West Sacramento, CA",4.0,38.5557,-121.5505,3,other,10.847953216374268,1.0
1522,"West Warwick, RI",1.0,,,3,other,10.211988304093568,1.0
1523,"West Windsor, NJ",3.0,40.6943,-73.9249,3,managment,10.635964912280702,1.0
1524,"Westboro, MA",1.0,,,3,security,10.211988304093568,1.0
1525,"Westborough, MA",23.0,39.1238,-94.5541,3,other,14.875730994152047,1.0
1526,"Westbrook, ME",9.0,43.6954,-70.3539,3,other,11.907894736842104,1.0
1527,"Westbury, NY",3.0,35.8324,-78.6429,3,other,10.635964912280702,1.0
1528,"Westchester, IL",1.0,41.7948,-87.9742,3,other,10.211988304093568,1.0
1529,"Westchester, NY",2.0,,,3,other,10.423976608187134,1.0
1530,"Westerville, OH",1.0,43.1743,-87.975,3,managment,10.211988304093568,1.0
1531,"Westfield, MA",1.0,42.1382,-72.7561,3,managment,10.211988304093568,1.0
1532,"Westford, MA",6.0,,,3,other,11.271929824561404,1.0
1533,"Westlake Village, CA",4.0,34.1369,-118.822,3,other,10.847953216374268,1.0
1534,"Westlake, OH",1.0,,,3,security,10.211988304093568,1.0
1535,"Westlake, TX",10.0,32.9809,-97.2041,3,other,12.119883040935672,1.0
1536,"Westminster, CO",8.0,38.5224,-77.2902,3,other,11.695906432748538,1.0
1537,"Westminster, MA",3.0,,,3,other,10.635964912280702,1.0
1538,"Westmont, IL",1.0,37.3836,-122.0255,3,managment,10.211988304093568,1.0
1539,"Westmont, NJ",1.0,39.9082,-75.0551,3,other,10.211988304093568,1.0
1540,"Weston, MA",1.0,,,3,other,10.211988304093568,1.0
1541,"Westport, CT",4.0,40.6943,-73.9249,3,other,10.847953216374268,1.0
1542,"Westwood, CA",2.0,39.027,-94.6568,3,managment,10.423976608187134,1.0
1543,"Wethersfield, CT",1.0,40.8211,-73.2109,3,managment,10.211988304093568,1.0
1544,"Weymouth, MA",2.0,,,3,ai,10.423976608187134,1.0
1545,"Whippany, NJ",6.0,40.8233,-74.4184,3,other,11.271929824561404,1.0
1546,"White Plains, NY",40.0,41.022,-73.7547,3,other,18.47953216374269,1.0
1547,"White, GA",1.0,33.7628,-84.422,3,managment,10.211988304093568,1.0
1548,"Whitehouse Station, NJ",4.0,40.5961,-75.4756,3,other,10.847953216374268,1.0
1549,"Wichita, KS",1.0,,,3,other,10.211988304093568,1.0
1550,"Wilkes Barre, PA",2.0,39.1413,-84.506,3,managment,10.423976608187134,1.0
1551,"Wilkes-barre, PA",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
1552,"Williamsville, NY",1.0,41.8375,-87.6866,3,managment,10.211988304093568,1.0
1553,"Willow Grove, PA",11.0,40.1469,-75.1174,3,other,12.331871345029239,1.0
1554,"Willow Park, TX",1.0,32.7548,-97.6498,3,web,10.211988304093568,1.0
1555,"Wilmington De, DE",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
1556,"Wilmington, DE",46.0,39.7415,-75.5416,3,other,19.751461988304094,1.0
1557,"Wilmington, MA",20.0,27.9945,-82.4447,3,other,14.239766081871345,1.0
1558,"Wilton, CT",6.0,40.3893,-74.7638,3,other,11.271929824561404,1.0
1559,"Windsor Locks, CT",3.0,,,3,managment,10.635964912280702,1.0
1560,"Windsor Mill, MD",2.0,38.9047,-77.0163,3,ai,10.423976608187134,1.0
1561,"Windsor, CT",32.0,32.989,-96.8999,3,other,16.783625730994153,1.0
1562,"Windsor, VA",1.0,,,3,other,10.211988304093568,1.0
1563,"Winston Salem, NC",26.0,40.9466,-73.8673,3,other,15.511695906432749,1.0
1564,"Wixom, MI",1.0,32.7935,-96.7667,3,other,10.211988304093568,1.0
1565,"Woburn, MA",15.0,42.4869,-71.1543,3,other,13.179824561403509,1.0
1566,"Woodbridge, NJ",9.0,41.7661,-72.6834,3,other,11.907894736842104,1.0
1567,"Woodbury, MN",1.0,33.5722,-112.0892,3,other,10.211988304093568,1.0
1568,"Woodbury, NY",3.0,40.0077,-75.1339,3,other,10.635964912280702,1.0
1569,"Woodcliff Lake, NJ",13.0,40.7389,-74.3278,3,other,12.755847953216374,1.0
1570,"Woodcrest, NJ",1.0,41.3113,-72.9246,3,web,10.211988304093568,1.0
1571,"Woodland Hills, CA",14.0,40.7184,-74.0686,3,other,12.96783625730994,1.0
1572,"Woodland Park, NJ",1.0,40.3562,-74.6693,3,security,10.211988304093568,1.0
1573,"Woodlawn, MD",5.0,32.7935,-96.7667,3,other,11.059941520467836,1.0
1574,"Woods Hole, MA",1.0,41.5303,-70.6614,3,other,10.211988304093568,1.0
1575,"Woonsocket, RI",21.0,42.001,-71.4993,3,other,14.451754385964911,1.0
1576,"Worcester, MA",10.0,42.2705,-71.8079,3,other,12.119883040935672,1.0
1577,"Yardley, PA",2.0,40.2408,-74.8386,3,ai,10.423976608187134,1.0
1578,"Yonkers, NY",5.0,40.6943,-73.9249,3,managment,11.059941520467836,1.0
1579,"York, PA",5.0,38.8786,-77.1011,3,other,11.059941520467836,1.0
1580,"York, Pa, PA",1.0,38.8847,-77.1751,3,other,10.211988304093568,1.0
